DAYTON_MW,hour,dayofweek,month,day,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24,rolling_mean_168
12.6,15,6,1,16,1,10.2,18.433,9.833,20.377083333333335,20.853363095238095
17.4,16,6,1,16,1,12.6,13.45,9.1,20.134041666666665,20.869833333333332
16.033,17,6,1,16,1,17.4,23.4,13.067,20.298625,20.919238095238093
15.667,18,6,1,16,1,16.033,23.067,16.5,19.991666666666664,20.93689285714286
23.15,19,6,1,16,1,15.667,23.867,25.033,19.683333333333334,20.931934523809524
15.8,20,6,1,16,1,23.15,22.4,23.5,19.653458333333333,20.92072619047619
15.8,21,6,1,16,1,15.8,22.167,8.325,19.37845833333333,20.874892857142857
22.733,22,6,1,16,1,15.8,21.95,14.2,19.113166666666668,20.919386904761904
26.167,23,6,1,16,1,22.733,26.3,25.7,19.145791666666668,20.97017857142857
24.633,0,0,1,17,0,26.167,25.267,26.767,19.140249999999998,20.972958333333334
23.35,1,0,1,17,0,24.633,23.433,25.367,19.113833333333336,20.96025595238095
22.333,2,0,1,17,0,23.35,21.933,24.1,19.110375,20.94825
21.5,3,0,1,17,0,22.333,20.8,23.2,19.127041666666667,20.93773214285714
20.967,4,0,1,17,0,21.5,20.05,22.533,19.156208333333336,20.927613095238094
20.5,5,0,1,17,0,20.967,19.533,21.933,19.194416666666665,20.91829166666667
20.233,6,0,1,17,0,20.5,19.167,21.85,19.234708333333334,20.909761904761904
23.5,7,0,1,17,0,20.233,20.3,22.9,19.279125,20.900136904761908
22.9,8,0,1,17,0,23.5,21.9,18.2,19.412458333333333,20.903708333333334
22.1,9,0,1,17,0,22.9,22.5,12.75,19.454125,20.931684523809523
22.1,10,0,1,17,0,22.1,16.467,12.575,19.437458333333336,20.987339285714285
22.633,11,0,1,17,0,22.1,23.4,17.8,19.672166666666666,21.044035714285716
23.35,12,0,1,17,0,22.633,17.133,9.867,19.640208333333334,21.07280357142857
24.033,13,0,1,17,0,23.35,11.933,10.333,19.899250000000002,21.153059523809524
24.667,14,0,1,17,0,24.033,10.2,19.5,20.403416666666665,21.234607142857143
24.9,15,0,1,17,0,24.667,12.6,13.0,21.006208333333333,21.265363095238097
24.8,16,0,1,17,0,24.9,17.4,14.267,21.518708333333336,21.33619642857143
24.367,17,0,1,17,0,24.8,16.033,17.633,21.82704166666667,21.398892857142858
23.8,18,0,1,17,0,24.367,15.667,21.367,22.174291666666665,21.43897619047619
23.2,19,0,1,17,0,23.8,23.15,22.85,22.513166666666667,21.453458333333334
22.667,20,0,1,17,0,23.2,15.8,18.467,22.515249999999998,21.455541666666665
22.25,21,0,1,17,0,22.667,15.8,14.067,22.801375000000004,21.480541666666667
22.033,22,0,1,17,0,22.25,22.733,18.867,23.070125,21.52925
21.867,23,0,1,17,0,22.033,26.167,23.867,23.040958333333332,21.548095238095236
21.467,0,1,1,18,0,21.867,24.633,25.05,22.861791666666665,21.536190476190477
21.15,1,1,1,18,0,21.467,23.35,24.5,22.729875000000003,21.514863095238095
20.8,2,1,1,18,0,21.15,22.333,23.567,22.638208333333335,21.494922619047617
20.367,3,1,1,18,0,20.8,21.5,22.8,22.57433333333334,21.478452380952383
19.967,4,1,1,18,0,20.367,20.967,22.3,22.527125,21.463970238095236
19.65,5,1,1,18,0,19.967,20.5,21.867,22.48545833333333,21.450083333333332
19.5,6,1,1,18,0,19.65,20.233,21.5,22.450041666666664,21.436886904761906
19.267,7,1,1,18,0,19.5,23.5,21.3,22.4195,21.424982142857143
19.3,8,1,1,18,0,19.267,22.9,21.5,22.243125000000003,21.41288095238095
19.8,9,1,1,18,0,19.3,22.1,21.967,22.093125,21.399785714285713
20.45,10,1,1,18,0,19.8,22.1,22.767,21.99729166666667,21.386886904761905
21.3,11,1,1,18,0,20.45,22.633,23.35,21.928541666666664,21.37309523809524
22.175,12,1,1,18,0,21.3,23.35,23.667,21.873,21.360892857142858
23.0,13,1,1,18,0,22.175,24.033,23.833,21.824041666666663,21.352011904761905
23.867,14,1,1,18,0,23.0,24.667,24.133,21.781000000000002,21.34705357142857
24.367,15,1,1,18,0,23.867,24.9,24.3,21.747666666666664,21.34547023809524
24.35,16,1,1,18,0,24.367,24.8,24.2,21.725458333333336,21.345869047619047
24.0,17,1,1,18,0,24.35,24.367,23.9,21.706708333333335,21.346761904761905
23.3,18,1,1,18,0,24.0,23.8,23.4,21.691416666666665,21.347357142857145
22.55,19,1,1,18,0,23.3,23.2,22.95,21.67058333333333,21.346761904761905
21.933,20,1,1,18,0,22.55,22.667,22.433,21.6435,21.344380952380952
21.3,21,1,1,18,0,21.933,22.25,22.033,21.612916666666667,21.341404761904762
20.733,22,1,1,18,0,21.3,22.033,21.75,21.573333333333334,21.337041666666664
20.2,23,1,1,18,0,20.733,21.867,21.433,21.519166666666667,21.330988095238094
19.667,0,2,1,19,0,20.2,21.467,21.25,21.449708333333334,21.323648809523807
19.35,1,2,1,19,0,19.667,21.15,21.075,21.374708333333334,21.31422619047619
19.1,2,2,1,19,0,19.35,20.8,20.833,21.299708333333335,21.303958333333334
18.8,3,2,1,19,0,19.1,20.367,20.7,21.228875,21.293642857142856
18.5,4,2,1,19,0,18.8,19.967,20.55,21.16358333333333,21.282333333333334
18.4,5,2,1,19,0,18.5,19.65,20.267,21.102458333333335,21.270130952380953
19.6,6,2,1,19,0,18.4,19.5,21.767,21.050375000000003,21.259017857142858
22.667,7,2,1,19,0,19.6,19.267,24.767,21.05454166666667,21.246119047619047
25.067,8,2,1,19,0,22.667,19.3,24.067,21.196208333333335,21.233619047619047
23.467,9,2,1,19,0,25.067,19.8,23.4,21.4365,21.23957142857143
22.533,10,2,1,19,0,23.467,20.45,23.333,21.589291666666668,21.23997023809524
22.5,11,2,1,19,0,22.533,21.3,23.7,21.676083333333334,21.235208333333336
22.85,12,2,1,19,0,22.5,22.175,24.2,21.726083333333335,21.228065476190476
23.333,13,2,1,19,0,22.85,23.0,24.8,21.754208333333334,21.22002976190476
23.8,14,2,1,19,0,23.333,23.867,25.467,21.768083333333333,21.21129761904762
23.9,15,2,1,19,0,23.8,24.367,25.7,21.765291666666666,21.201375
23.75,16,2,1,19,0,23.9,24.35,25.4,21.745833333333334,21.190660714285713
23.3,17,2,1,19,0,23.75,24.0,24.35,21.72083333333333,21.180839285714285
22.7,18,2,1,19,0,23.3,23.3,23.3,21.691666666666666,21.174589285714287
22.167,19,2,1,19,0,22.7,22.55,22.3,21.666666666666668,21.171017857142857
21.75,20,2,1,19,0,22.167,21.933,21.55,21.65070833333333,21.17022619047619
21.333,21,2,1,19,0,21.75,21.3,20.933,21.643083333333333,21.171416666666666
21.0,22,2,1,19,0,21.333,20.733,20.3,21.644458333333333,21.17379761904762
20.9,23,2,1,19,0,21.0,20.2,19.933,21.655583333333336,21.177964285714285
20.633,0,3,1,20,0,20.9,19.667,19.55,21.684749999999998,21.18372023809524
20.3,1,3,1,20,0,20.633,19.35,19.167,21.724999999999998,21.190166666666666
20.0,2,3,1,20,0,20.3,19.1,18.733,21.764583333333334,21.196910714285714
19.75,3,3,1,20,0,20.0,18.8,18.233,21.802083333333332,21.204452380952382
19.467,4,3,1,20,0,19.75,18.5,17.733,21.84166666666667,21.213482142857142
19.233,5,3,1,20,0,19.467,18.4,17.35,21.881958333333333,21.223803571428572
20.333,6,3,1,20,0,19.233,19.6,17.733,21.916666666666668,21.235011904761905
18.6,7,3,1,20,0,20.333,22.667,21.633,21.947208333333336,21.250488095238094
15.6,8,3,1,20,0,18.6,25.067,21.467,21.777749999999997,21.232434523809523
15.3,9,3,1,20,0,15.6,23.467,20.867,21.383291666666665,21.197511904761907
12.1,10,3,1,20,0,15.3,22.533,20.85,21.043,21.164375
9.6,11,3,1,20,0,12.1,22.5,21.233,20.608291666666666,21.112291666666664
10.4,12,3,1,20,0,9.6,22.85,21.775,20.070791666666665,21.04304761904762
10.233,13,3,1,20,0,10.4,23.333,22.667,19.552041666666668,20.975339285714284
10.0,14,3,1,20,0,10.233,23.8,23.533,19.006208333333333,20.90132738095238
10.033,15,3,1,20,0,10.0,23.9,24.0,18.431208333333334,20.820773809523807
10.267,16,3,1,20,0,10.033,23.75,23.867,17.853416666666664,20.737636904761903
9.933,17,3,1,20,0,10.267,23.3,23.35,17.291625,20.656684523809524
9.233,18,3,1,20,0,9.933,22.7,22.6,16.734666666666666,20.576821428571428
13.633,19,3,1,20,0,9.233,22.167,21.9,16.173541666666665,20.49725595238095
24.533,20,3,1,20,0,13.633,21.75,21.233,15.817958333333335,20.448047619047617
23.667,21,3,1,20,0,24.533,21.333,21.533,15.933916666666667,20.467690476190477
22.433,22,3,1,20,0,23.667,21.0,22.4,16.031166666666667,20.480392857142856
21.9,23,3,1,20,0,22.433,20.9,26.05,16.090875,20.480589285714284
21.6,0,4,1,21,0,21.9,20.633,25.1,16.13254166666667,20.455886904761904
21.233,1,4,1,21,0,21.6,20.3,23.3,16.172833333333333,20.435053571428572
20.833,2,4,1,21,0,21.233,20.0,21.8,16.211708333333334,20.42275
20.45,3,4,1,21,0,20.833,19.75,20.733,16.24641666666667,20.41699404761905
20.133,4,4,1,21,0,20.45,19.467,19.9,16.275583333333334,20.415309523809523
19.733,5,4,1,21,0,20.133,19.233,19.3,16.30333333333333,20.416696428571427
20.033,6,4,1,21,0,19.733,20.333,19.667,16.324166666666667,20.41927380952381
16.633,7,4,1,21,0,20.033,18.6,20.667,16.311666666666667,20.42145238095238
20.25,8,4,1,21,0,16.633,15.6,21.433,16.22970833333333,20.397440476190475
10.85,9,4,1,21,0,20.25,15.3,22.533,16.423458333333333,20.39039880952381
13.1,10,4,1,21,0,10.85,12.1,18.233,16.238041666666668,20.320857142857143
9.267,11,4,1,21,0,13.1,9.6,17.9,16.279708333333332,20.290303571428574
9.833,12,4,1,21,0,9.267,10.4,12.5,16.265833333333333,20.238916666666665
10.0,13,4,1,21,0,9.833,10.233,9.65,16.242208333333334,20.223041666666667
9.967,14,4,1,21,0,10.0,10.0,17.3,16.232499999999998,20.225125
9.8,15,4,1,21,0,9.967,10.033,25.75,16.231125,20.18147619047619
8.7,16,4,1,21,0,9.8,10.267,26.733,16.221416666666666,20.086535714285713
12.133,17,4,1,21,0,8.7,9.933,25.467,16.156125,19.97919642857143
11.3,18,4,1,21,0,12.133,9.233,24.067,16.247791666666664,19.89982738095238
11.4,19,4,1,21,0,11.3,13.633,23.067,16.333916666666667,19.823833333333333
13.967,20,4,1,21,0,11.4,24.533,22.3,16.240875,19.754386904761905
12.933,21,4,1,21,0,13.967,23.667,21.533,15.800625000000002,19.704785714285713
10.6,22,4,1,21,0,12.933,22.433,23.033,15.353375,19.65359523809524
24.033,23,4,1,21,0,10.6,21.9,26.15,14.860333333333335,19.579589285714285
24.5,0,5,1,22,1,24.033,21.6,24.833,14.949208333333333,19.566988095238095
23.55,1,5,1,22,1,24.5,21.233,23.3,15.070041666666667,19.56500595238095
22.6,2,5,1,22,1,23.55,20.833,22.033,15.166583333333334,19.56649404761905
21.667,3,5,1,22,1,22.6,20.45,20.833,15.240208333333333,19.56986904761905
20.85,4,5,1,22,1,21.667,20.133,19.9,15.290916666666666,19.574833333333334
20.25,5,5,1,22,1,20.85,19.733,19.2,15.320791666666667,19.580488095238096
20.3,6,5,1,22,1,20.25,20.033,18.9,15.342333333333334,19.586738095238097
16.15,7,5,1,22,1,20.3,16.633,20.55,15.353458333333334,19.59507142857143
11.633,8,5,1,22,1,16.15,20.25,21.2,15.333333333333334,19.568880952380955
11.2,9,5,1,22,1,11.633,10.85,21.767,14.974291666666666,19.511934523809526
12.25,10,5,1,22,1,11.2,13.1,22.9,14.988875,19.449035714285714
8.667,11,5,1,22,1,12.25,9.267,13.933,14.953458333333336,19.38564285714286
8.533,12,5,1,22,1,8.667,9.833,21.4,14.928458333333333,19.35429761904762
10.933,13,5,1,22,1,8.533,10.0,14.133,14.874291666666666,19.277708333333333
9.1,14,5,1,22,1,10.933,9.967,18.1,14.913166666666667,19.258660714285714
10.0,15,5,1,22,1,9.1,9.8,18.433,14.877041666666669,19.205089285714287
23.075,16,5,1,22,1,10.0,8.7,13.45,14.885375000000002,19.15489285714286
25.033,17,5,1,22,1,23.075,12.133,23.4,15.484333333333334,19.212184523809523
24.433,18,5,1,22,1,25.033,11.3,23.067,16.021833333333333,19.221904761904764
23.933,19,5,1,22,1,24.433,11.4,23.867,16.569041666666667,19.230035714285716
23.15,20,5,1,22,1,23.933,13.967,22.4,17.09125,19.230428571428572
22.6,21,5,1,22,1,23.15,12.933,22.167,17.473875,19.23489285714286
22.167,22,5,1,22,1,22.6,10.6,21.95,17.87666666666667,19.237470238095238
22.033,23,5,1,22,1,22.167,24.033,26.3,18.358625,19.238761904761905
22.067,0,6,1,23,1,22.033,24.5,25.267,18.275291666666668,19.213363095238094
21.967,1,6,1,23,1,22.067,23.55,23.433,18.173916666666667,19.194315476190475
21.65,2,6,1,23,1,21.967,22.6,21.933,18.107958333333332,19.185589285714286
21.333,3,6,1,23,1,21.65,21.667,20.8,18.068375,19.183904761904763
20.833,4,6,1,23,1,21.333,20.85,20.05,18.054458333333333,19.18707738095238
20.5,5,6,1,23,1,20.833,20.25,19.533,18.053749999999997,19.191738095238094
17.7,6,6,1,23,1,20.5,20.3,19.167,18.064166666666665,19.19749404761905
16.45,7,6,1,23,1,17.7,16.15,20.3,17.955833333333334,19.188761904761904
13.133,8,6,1,23,1,16.45,11.633,21.9,17.968333333333334,19.165845238095237
11.633,9,6,1,23,1,13.133,11.2,22.5,18.030833333333334,19.113660714285714
7.067,10,6,1,23,1,11.633,12.25,16.467,18.048875,19.04897619047619
7.4,11,6,1,23,1,7.067,8.667,23.4,17.832916666666666,18.99302380952381
7.8,12,6,1,23,1,7.4,8.533,17.133,17.780125,18.897785714285714
8.167,13,6,1,23,1,7.8,10.933,11.933,17.749583333333334,18.842232142857142
8.567,14,6,1,23,1,8.167,9.1,10.2,17.634333333333334,18.819815476190477
8.2,15,6,1,23,1,8.567,10.0,12.6,17.612125,18.810095238095236
7.7,16,6,1,23,1,8.2,23.075,17.4,17.537125,18.78390476190476
11.767,17,6,1,23,1,7.7,25.033,16.033,16.8965,18.726166666666668
12.3,18,6,1,23,1,11.767,24.433,15.667,16.343749999999996,18.70077380952381
12.3,19,6,1,23,1,12.3,23.933,23.15,15.838208333333332,18.680732142857142
13.2,20,6,1,23,1,12.3,23.15,15.8,15.353499999999999,18.61614880952381
13.167,21,6,1,23,1,13.2,22.6,15.8,14.938916666666666,18.600672619047618
15.0,22,6,1,23,1,13.167,22.167,22.733,14.545875,18.584999999999997
24.6,23,6,1,23,1,15.0,22.033,26.167,14.247250000000001,18.53897023809524
25.9,0,0,1,24,0,24.6,22.067,24.633,14.354208333333332,18.529642857142857
24.6,1,0,1,24,0,25.9,21.967,23.35,14.513916666666667,18.537184523809522
23.2,2,0,1,24,0,24.6,21.65,22.333,14.623624999999999,18.544625000000003
22.1,3,0,1,24,0,23.2,21.333,21.5,14.688208333333334,18.549785714285715
21.45,4,0,1,24,0,22.1,20.833,20.967,14.720166666666666,18.55335714285714
20.933,5,0,1,24,0,21.45,20.5,20.5,14.745875,18.556232142857144
20.867,6,0,1,24,0,20.933,17.7,20.233,14.763916666666665,18.558809523809526
14.833,7,0,1,24,0,20.867,16.45,23.5,14.895874999999998,18.562583333333333
9.25,8,0,1,24,0,14.833,13.133,22.9,14.8285,18.510994047619047
11.3,9,0,1,24,0,9.25,11.633,22.1,14.666708333333334,18.42974404761905
9.067,10,0,1,24,0,11.3,7.067,22.1,14.652833333333334,18.365458333333333
8.267,11,0,1,24,0,9.067,7.4,22.633,14.736166666666668,18.287880952380952
10.567,12,0,1,24,0,8.267,7.8,23.35,14.772291666666666,18.202369047619047
9.05,13,0,1,24,0,10.567,8.167,24.033,14.887583333333332,18.12627976190476
9.167,14,0,1,24,0,9.05,8.567,24.667,14.924375,18.037095238095237
12.133,15,0,1,24,0,9.167,8.2,24.9,14.949374999999998,17.94483333333333
9.7,16,0,1,24,0,12.133,7.7,24.8,15.11325,17.868839285714284
16.267,17,0,1,24,0,9.7,11.767,24.367,15.196583333333335,17.778958333333335
15.667,18,0,1,24,0,16.267,12.3,23.8,15.384083333333335,17.730744047619048
17.867,19,0,1,24,0,15.667,12.3,23.2,15.524375000000001,17.682333333333332
13.5,20,0,1,24,0,17.867,13.2,22.667,15.756333333333332,17.650589285714286
11.267,21,0,1,24,0,13.5,13.167,22.25,15.768833333333333,17.59602380952381
10.933,22,0,1,24,0,11.267,15.0,22.033,15.689666666666666,17.530648809523807
18.7,23,0,1,24,0,10.933,24.6,21.867,15.520208333333331,17.46457738095238
